,DoneDateMonthYear,ProgramCode,NumServices,Month
0,Jan-2016,BD,1,January
1,Jan-2016,D,47,January
2,Feb-2016,BD,1,February
3,Feb-2016,D,40,February
4,Feb-2016,WT,8,February
5,Mar-2016,AD,15,March
6,Mar-2016,B14,19,March
7,Mar-2016,B21,720,March
8,Mar-2016,B28,30,March
9,Mar-2016,BCO,3,March
10,Mar-2016,BTI,1,March
11,Mar-2016,D,18,March
12,Mar-2016,M21,1,March
13,Mar-2016,ORT,3,March
14,Mar-2016,R,1,March
15,Mar-2016,T14,1,March
16,Mar-2016,T21,48,March
17,Mar-2016,T28,2,March
18,Mar-2016,YNG,2,March
19,Apr-2016,AD,20,April
20,Apr-2016,B14,21,April
21,Apr-2016,B21,863,April
22,Apr-2016,B28,48,April
23,Apr-2016,BC,5,April
24,Apr-2016,BCO,2,April
25,Apr-2016,BTI,7,April
26,Apr-2016,COM,1,April
27,Apr-2016,D,11,April
28,Apr-2016,DTH,1,April
29,Apr-2016,FZ1,124,April
30,Apr-2016,M14,4,April
31,Apr-2016,M21,35,April
32,Apr-2016,M28,2,April
33,Apr-2016,MS,96,April
34,Apr-2016,ORT,2,April
35,Apr-2016,R,1,April
36,Apr-2016,ST,35,April
37,Apr-2016,T14,1,April
38,Apr-2016,T21,70,April
39,Apr-2016,T28,2,April
40,Apr-2016,TD,24,April
41,Apr-2016,WM,2,April
42,May-2016,AD,28,May
43,May-2016,B14,30,May
44,May-2016,B21,1189,May
45,May-2016,B28,60,May
46,May-2016,BC,5,May
47,May-2016,BCO,8,May
48,May-2016,BD,2,May
49,May-2016,BTI,9,May
50,May-2016,CA,5,May
51,May-2016,D,13,May
52,May-2016,DTH,2,May
53,May-2016,ES,3,May
54,May-2016,FZ1,148,May
55,May-2016,FZ2,6,May
56,May-2016,LAB,5,May
57,May-2016,M14,7,May
58,May-2016,M21,42,May
59,May-2016,M28,1,May
60,May-2016,MBT,1,May
61,May-2016,MMM,3,May
62,May-2016,MS,122,May
63,May-2016,ORT,2,May
64,May-2016,OS,11,May
65,May-2016,R,2,May
66,May-2016,SCA,1,May
67,May-2016,ST,78,May
68,May-2016,T14,1,May
69,May-2016,T21,79,May
70,May-2016,T28,1,May
71,May-2016,TD,84,May
72,May-2016,WM,11,May
73,May-2016,YNG,1,May
74,Jun-2016,AD,62,June
75,Jun-2016,ANT,3,June
76,Jun-2016,B14,61,June
77,Jun-2016,B21,2248,June
78,Jun-2016,B28,101,June
79,Jun-2016,BC,10,June
80,Jun-2016,BCO,18,June
81,Jun-2016,BD,1,June
82,Jun-2016,BTI,23,June
83,Jun-2016,CA,3,June
84,Jun-2016,COM,3,June
85,Jun-2016,D,29,June
86,Jun-2016,ES,17,June
87,Jun-2016,FZ1,17,June
88,Jun-2016,FZ2,152,June
89,Jun-2016,LAB,3,June
90,Jun-2016,M14,11,June
91,Jun-2016,M21,94,June
92,Jun-2016,M28,3,June
93,Jun-2016,MMM,11,June
94,Jun-2016,MS,24,June
95,Jun-2016,ORT,1,June
96,Jun-2016,OS,4,June
97,Jun-2016,R,2,June
98,Jun-2016,ST,18,June
99,Jun-2016,T14,2,June
100,Jun-2016,T21,133,June
101,Jun-2016,T28,5,June
102,Jun-2016,TD,32,June
103,Jun-2016,WM,25,June
104,Jun-2016,YNG,5,June
105,Jul-2016,AD,52,July
106,Jul-2016,ANT,2,July
107,Jul-2016,B14,55,July
108,Jul-2016,B21,2170,July
109,Jul-2016,B28,86,July
110,Jul-2016,BC,6,July
111,Jul-2016,BCO,17,July
112,Jul-2016,BD,1,July
113,Jul-2016,BTI,18,July
114,Jul-2016,COM,1,July
115,Jul-2016,D,18,July
116,Jul-2016,ES,5,July
117,Jul-2016,FZ2,25,July
118,Jul-2016,FZ3,112,July
119,Jul-2016,LAB,1,July
120,Jul-2016,M14,13,July
121,Jul-2016,M21,77,July
122,Jul-2016,M28,2,July
123,Jul-2016,MBT,1,July
124,Jul-2016,MMM,8,July
125,Jul-2016,R,2,July
126,Jul-2016,ST,2,July
127,Jul-2016,T14,2,July
128,Jul-2016,T21,131,July
129,Jul-2016,T28,6,July
130,Jul-2016,WM,11,July
131,Jul-2016,YNG,4,July
132,Aug-2016,AD,38,August
133,Aug-2016,ANT,3,August
134,Aug-2016,B14,56,August
135,Aug-2016,B21,1782,August
136,Aug-2016,B28,73,August
137,Aug-2016,BC,8,August
138,Aug-2016,BCO,18,August
139,Aug-2016,BTI,15,August
140,Aug-2016,CA,59,August
141,Aug-2016,COM,1,August
142,Aug-2016,D,22,August
143,Aug-2016,DC,2,August
144,Aug-2016,DTH,1,August
145,Aug-2016,ES,2,August
146,Aug-2016,FZ2,3,August
147,Aug-2016,FZ3,96,August
148,Aug-2016,FZ4,67,August
149,Aug-2016,M14,11,August
150,Aug-2016,M21,59,August
151,Aug-2016,M28,2,August
152,Aug-2016,MBT,1,August
153,Aug-2016,MMM,9,August
154,Aug-2016,MS,1,August
155,Aug-2016,OS,59,August
156,Aug-2016,R,3,August
157,Aug-2016,ST,2,August
158,Aug-2016,T14,3,August
159,Aug-2016,T21,94,August
160,Aug-2016,T28,3,August
161,Aug-2016,TD,12,August
162,Aug-2016,WM,4,August
163,Aug-2016,YNG,4,August
164,Sep-2016,AD,28,September
165,Sep-2016,ANT,1,September
166,Sep-2016,B14,37,September
167,Sep-2016,B21,1261,September
168,Sep-2016,B28,60,September
169,Sep-2016,BC,14,September
170,Sep-2016,BCO,7,September
171,Sep-2016,BTI,9,September
172,Sep-2016,CA,168,September
173,Sep-2016,COM,2,September
174,Sep-2016,D,14,September
175,Sep-2016,DC,2,September
176,Sep-2016,ES,7,September
177,Sep-2016,FZ3,6,September
178,Sep-2016,FZ4,201,September
179,Sep-2016,GM,20,September
180,Sep-2016,LAG,2,September
181,Sep-2016,M14,11,September
182,Sep-2016,M21,42,September
183,Sep-2016,M28,2,September
184,Sep-2016,MMM,7,September
185,Sep-2016,MS,4,September
186,Sep-2016,OS,179,September
187,Sep-2016,R,1,September
188,Sep-2016,ST,15,September
189,Sep-2016,T21,82,September
190,Sep-2016,T28,3,September
191,Sep-2016,TD,50,September
192,Sep-2016,WM,2,September
193,Sep-2016,YNG,1,September
194,Oct-2016,AD,32,October
195,Oct-2016,ANT,1,October
196,Oct-2016,B14,17,October
197,Oct-2016,B21,1073,October
198,Oct-2016,B28,38,October
199,Oct-2016,BC,2,October
200,Oct-2016,BCO,4,October
201,Oct-2016,BTI,7,October
202,Oct-2016,CA,131,October
203,Oct-2016,COM,1,October
204,Oct-2016,D,16,October
205,Oct-2016,DC,1,October
206,Oct-2016,FZ3,3,October
207,Oct-2016,FZ4,150,October
208,Oct-2016,FZ5,145,October
209,Oct-2016,GM,2,October
210,Oct-2016,LAB,6,October
211,Oct-2016,LAG,58,October
212,Oct-2016,M14,3,October
213,Oct-2016,M21,25,October
214,Oct-2016,MBT,1,October
215,Oct-2016,MMM,3,October
216,Oct-2016,MS,4,October
217,Oct-2016,ORT,1,October
218,Oct-2016,OS,139,October
219,Oct-2016,R,1,October
220,Oct-2016,ST,20,October
221,Oct-2016,T14,2,October
222,Oct-2016,T21,71,October
223,Oct-2016,T28,1,October
224,Oct-2016,TD,64,October
225,Oct-2016,YNG,2,October
226,Nov-2016,AD,27,November
227,Nov-2016,B14,17,November
228,Nov-2016,B21,897,November
229,Nov-2016,B28,28,November
230,Nov-2016,BC,4,November
231,Nov-2016,BCO,5,November
232,Nov-2016,BTI,2,November
233,Nov-2016,CA,9,November
234,Nov-2016,COM,1,November
235,Nov-2016,D,15,November
236,Nov-2016,DC,2,November
237,Nov-2016,DTH,1,November
238,Nov-2016,FZ4,10,November
239,Nov-2016,FZ5,266,November
240,Nov-2016,LAB,4,November
241,Nov-2016,LAG,97,November
242,Nov-2016,M21,3,November
243,Nov-2016,MS,1,November
244,Nov-2016,OS,12,November
245,Nov-2016,R,2,November
246,Nov-2016,ST,3,November
247,Nov-2016,T14,1,November
248,Nov-2016,T21,66,November
249,Nov-2016,T28,2,November
250,Nov-2016,TD,4,November
251,Nov-2016,YNG,2,November
252,Dec-2016,AD,3,December
253,Dec-2016,B14,7,December
254,Dec-2016,B21,240,December
255,Dec-2016,B28,8,December
256,Dec-2016,BCO,1,December
257,Dec-2016,BTI,1,December
258,Dec-2016,COM,1,December
259,Dec-2016,D,17,December
260,Dec-2016,LAG,2,December
261,Dec-2016,M21,1,December
262,Dec-2016,SNW,12,December
263,Dec-2016,T21,20,December
264,Dec-2016,YNG,1,December
265,Jan-2017,BCO,1,January
266,Jan-2017,D,46,January
267,Jan-2017,SNW,30,January
268,Feb-2017,AD,1,February
269,Feb-2017,D,1,February
270,Feb-2017,SNW,103,February
271,Mar-2017,AD,3,March
272,Mar-2017,B14,5,March
273,Mar-2017,B21,415,March
274,Mar-2017,B28,19,March
275,Mar-2017,BC,1,March
276,Mar-2017,BCO,1,March
277,Mar-2017,D,32,March
278,Mar-2017,M21,1,March
279,Mar-2017,SNW,28,March
280,Mar-2017,T21,31,March
281,Apr-2017,AD,19,April
282,Apr-2017,ANT,3,April
283,Apr-2017,B14,23,April
284,Apr-2017,B21,1287,April
285,Apr-2017,B28,87,April
286,Apr-2017,BC,8,April
287,Apr-2017,BCO,10,April
288,Apr-2017,BTI,8,April
289,Apr-2017,D,31,April
290,Apr-2017,ES,1,April
291,Apr-2017,FZ1,227,April
292,Apr-2017,LAB,25,April
293,Apr-2017,LAG,19,April
294,Apr-2017,M14,7,April
295,Apr-2017,M21,45,April
296,Apr-2017,M28,4,April
297,Apr-2017,MMM,1,April
298,Apr-2017,MS,232,April
299,Apr-2017,ORT,10,April
300,Apr-2017,OS,2,April
301,Apr-2017,R,3,April
302,Apr-2017,SCT,2,April
303,Apr-2017,SNW,13,April
304,Apr-2017,ST,49,April
305,Apr-2017,T14,2,April
306,Apr-2017,T21,87,April
307,Apr-2017,T28,3,April
308,Apr-2017,TD,32,April
309,Apr-2017,WM,7,April
310,Apr-2017,YNG,4,April
311,May-2017,AD,28,May
312,May-2017,ANT,2,May
313,May-2017,B14,41,May
314,May-2017,B21,2165,May
315,May-2017,B28,154,May
316,May-2017,BC,11,May
317,May-2017,BCO,12,May
318,May-2017,BTI,19,May
319,May-2017,CA,3,May
320,May-2017,D,56,May
321,May-2017,ES,8,May
322,May-2017,FZ1,217,May
323,May-2017,FZ2,124,May
324,May-2017,LAB,6,May
325,May-2017,LAG,12,May
326,May-2017,M14,5,May
327,May-2017,M21,56,May
328,May-2017,M28,2,May
329,May-2017,MMM,5,May
330,May-2017,MS,275,May
331,May-2017,ORT,17,May
332,May-2017,OS,7,May
333,May-2017,R,2,May
334,May-2017,ST,127,May
335,May-2017,T14,1,May
336,May-2017,T21,112,May
337,May-2017,T28,3,May
338,May-2017,TD,92,May
339,May-2017,TF,1,May
340,May-2017,WM,23,May
341,May-2017,YNG,3,May
342,Jun-2017,AD,32,June
343,Jun-2017,ANT,4,June
344,Jun-2017,B14,75,June
345,Jun-2017,B21,3226,June
346,Jun-2017,B28,203,June
347,Jun-2017,BC,34,June
348,Jun-2017,BCO,18,June
349,Jun-2017,BTI,24,June
350,Jun-2017,D,84,June
351,Jun-2017,ES,18,June
352,Jun-2017,FZ1,9,June
353,Jun-2017,FZ2,193,June
354,Jun-2017,FZ3,1,June
355,Jun-2017,GM,1,June
356,Jun-2017,LAB,13,June
357,Jun-2017,LAG,33,June
358,Jun-2017,M14,16,June
359,Jun-2017,M21,71,June
360,Jun-2017,M28,6,June
361,Jun-2017,MMM,4,June
362,Jun-2017,MS,12,June
363,Jun-2017,ORT,2,June
364,Jun-2017,R,3,June
365,Jun-2017,ST,15,June
366,Jun-2017,T14,4,June
367,Jun-2017,T21,130,June
368,Jun-2017,T28,5,June
369,Jun-2017,TD,6,June
370,Jun-2017,WM,40,June
371,Jun-2017,YNG,3,June
372,Jul-2017,AD,30,July
373,Jul-2017,ANT,5,July
374,Jul-2017,B14,53,July
375,Jul-2017,B21,2270,July
376,Jul-2017,B28,160,July
377,Jul-2017,BC,27,July
378,Jul-2017,BCO,13,July
379,Jul-2017,BTI,18,July
380,Jul-2017,CA,4,July
381,Jul-2017,D,52,July
382,Jul-2017,ES,11,July
383,Jul-2017,FZ2,11,July
384,Jul-2017,FZ3,164,July
385,Jul-2017,GM,94,July
386,Jul-2017,LAB,7,July
387,Jul-2017,LAG,2,July
388,Jul-2017,M14,12,July
389,Jul-2017,M21,48,July
390,Jul-2017,M28,3,July
391,Jul-2017,MMM,3,July
392,Jul-2017,R,2,July
393,Jul-2017,SCT,2,July
394,Jul-2017,ST,7,July
395,Jul-2017,T14,4,July
396,Jul-2017,T21,100,July
397,Jul-2017,T28,3,July
398,Jul-2017,WM,56,July
399,Jul-2017,YNG,3,July
400,Aug-2017,AD,27,August
401,Aug-2017,ANT,1,August
402,Aug-2017,B14,51,August
403,Aug-2017,B21,2553,August
404,Aug-2017,B28,150,August
405,Aug-2017,BC,20,August
406,Aug-2017,BCO,17,August
407,Aug-2017,BTI,14,August
408,Aug-2017,CA,4,August
409,Aug-2017,D,64,August
410,Aug-2017,ES,7,August
411,Aug-2017,FZ2,2,August
412,Aug-2017,FZ3,170,August
413,Aug-2017,FZ4,2,August
414,Aug-2017,GM,1,August
415,Aug-2017,LAB,7,August
416,Aug-2017,LAG,230,August
417,Aug-2017,LR1,1,August
418,Aug-2017,LR2,1,August
419,Aug-2017,LR3,1,August
420,Aug-2017,M14,11,August
421,Aug-2017,M21,53,August
422,Aug-2017,M28,2,August
423,Aug-2017,MMM,3,August
424,Aug-2017,ORT,4,August
425,Aug-2017,OS,2,August
426,Aug-2017,R,2,August
427,Aug-2017,ST,10,August
428,Aug-2017,T14,4,August
429,Aug-2017,T21,102,August
430,Aug-2017,T28,2,August
431,Aug-2017,TD,1,August
432,Aug-2017,WM,48,August
433,Sep-2017,AD,20,September
434,Sep-2017,B14,25,September
435,Sep-2017,B21,1481,September
436,Sep-2017,B28,110,September
437,Sep-2017,BC,12,September
438,Sep-2017,BCO,9,September
439,Sep-2017,BTI,7,September
440,Sep-2017,CA,252,September
441,Sep-2017,D,40,September
442,Sep-2017,FZ3,2,September
443,Sep-2017,FZ4,325,September
444,Sep-2017,GS1,3,September
445,Sep-2017,LAB,11,September
446,Sep-2017,LAG,8,September
447,Sep-2017,LR2,2,September
448,Sep-2017,M14,6,September
449,Sep-2017,M21,29,September
450,Sep-2017,M28,1,September
451,Sep-2017,MS,6,September
452,Sep-2017,ORT,1,September
453,Sep-2017,OS,298,September
454,Sep-2017,PRE,2,September
455,Sep-2017,R,1,September
456,Sep-2017,ST,7,September
457,Sep-2017,T14,2,September
458,Sep-2017,T21,61,September
459,Sep-2017,T28,1,September
460,Sep-2017,TD,13,September
461,Sep-2017,WM,2,September
462,Oct-2017,AD,18,October
463,Oct-2017,B14,27,October
464,Oct-2017,B21,1705,October
465,Oct-2017,B28,83,October
466,Oct-2017,BC,7,October
467,Oct-2017,BCO,8,October
468,Oct-2017,BTI,6,October
469,Oct-2017,CA,209,October
470,Oct-2017,D,41,October
471,Oct-2017,FZ4,281,October
472,Oct-2017,FZ5,79,October
473,Oct-2017,GM,1,October
474,Oct-2017,LAB,18,October
475,Oct-2017,LAG,22,October
476,Oct-2017,LR1,1,October
477,Oct-2017,LR2,2,October
478,Oct-2017,LR3,4,October
479,Oct-2017,M21,38,October
480,Oct-2017,M28,1,October
481,Oct-2017,MS,14,October
482,Oct-2017,OS,266,October
483,Oct-2017,POT,23,October
484,Oct-2017,R,2,October
485,Oct-2017,ST,4,October
486,Oct-2017,T14,2,October
487,Oct-2017,T21,77,October
488,Oct-2017,T28,1,October
489,Oct-2017,TD,47,October
490,Oct-2017,WM,7,October
491,Nov-2017,AD,20,November
492,Nov-2017,B14,19,November
493,Nov-2017,B21,1322,November
494,Nov-2017,B28,69,November
495,Nov-2017,BC,3,November
496,Nov-2017,BCO,5,November
497,Nov-2017,CA,5,November
498,Nov-2017,D,44,November
499,Nov-2017,FZ4,2,November
500,Nov-2017,FZ5,487,November
501,Nov-2017,LAB,2,November
502,Nov-2017,LAG,64,November
503,Nov-2017,M21,1,November
504,Nov-2017,MS,2,November
505,Nov-2017,OS,4,November
506,Nov-2017,POT,108,November
507,Nov-2017,PRE,10,November
508,Nov-2017,R,1,November
509,Nov-2017,SCT,1,November
510,Nov-2017,ST,4,November
511,Nov-2017,T14,3,November
512,Nov-2017,T21,62,November
513,Nov-2017,T28,1,November
514,Nov-2017,TD,2,November
515,Nov-2017,VOL,2,November
516,Dec-2017,AD,10,December
517,Dec-2017,B14,9,December
518,Dec-2017,B21,568,December
519,Dec-2017,B28,36,December
520,Dec-2017,BC,3,December
521,Dec-2017,BCO,4,December
522,Dec-2017,D,39,December
523,Dec-2017,FZ5,1,December
524,Dec-2017,LR1,1,December
525,Dec-2017,LR2,1,December
526,Dec-2017,LR3,1,December
527,Dec-2017,R,2,December
528,Dec-2017,SNW,66,December
529,Dec-2017,T21,26,December
530,Dec-2017,T28,1,December
531,Jan-2018,D,31,January
532,Feb-2018,D,31,February
533,Mar-2018,B14,2,March
534,Mar-2018,B21,305,March
535,Mar-2018,B28,24,March
536,Mar-2018,BC,2,March
537,Mar-2018,D,25,March
538,Mar-2018,T21,10,March
539,Apr-2018,AD,16,April
540,Apr-2018,B14,22,April
541,Apr-2018,B21,1500,April
542,Apr-2018,B28,105,April
543,Apr-2018,BC,13,April
544,Apr-2018,BCO,8,April
545,Apr-2018,BTI,6,April
546,Apr-2018,D,48,April
547,Apr-2018,DTH,2,April
548,Apr-2018,FZ1,29,April
549,Apr-2018,LAB,2,April
550,Apr-2018,M14,3,April
551,Apr-2018,M21,33,April
552,Apr-2018,MS,25,April
553,Apr-2018,PRE,301,April
554,Apr-2018,R,1,April
555,Apr-2018,ST,33,April
556,Apr-2018,T14,2,April
557,Apr-2018,T21,80,April
558,Apr-2018,T28,4,April
559,Apr-2018,TD,2,April
560,May-2018,AD,24,May
561,May-2018,ANT,1,May
562,May-2018,B14,39,May
563,May-2018,B21,1880,May
564,May-2018,B28,114,May
565,May-2018,BC,11,May
566,May-2018,BCO,15,May
567,May-2018,BTI,9,May
568,May-2018,CA,5,May
569,May-2018,D,43,May
570,May-2018,ES,7,May
571,May-2018,FZ1,361,May
572,May-2018,GM,4,May
573,May-2018,IRA,4,May
574,May-2018,LAB,14,May
575,May-2018,LAG,5,May
576,May-2018,M14,8,May
577,May-2018,M21,41,May
578,May-2018,M28,1,May
579,May-2018,MMM,1,May
580,May-2018,MS,295,May
581,May-2018,ORT,11,May
582,May-2018,OS,13,May
583,May-2018,PRE,132,May
584,May-2018,PRM,2,May
585,May-2018,R,3,May
586,May-2018,SCA,14,May
587,May-2018,SCT,7,May
588,May-2018,ST,285,May
589,May-2018,T14,2,May
590,May-2018,T21,91,May
591,May-2018,T28,3,May
592,May-2018,TD,12,May
593,May-2018,WM,14,May
594,Jun-2018,AD,22,June
595,Jun-2018,B14,45,June
596,Jun-2018,B21,1880,June
597,Jun-2018,B28,135,June
598,Jun-2018,BC,13,June
599,Jun-2018,BCO,16,June
600,Jun-2018,BTI,7,June
601,Jun-2018,D,44,June
602,Jun-2018,ES,22,June
603,Jun-2018,FZ1,227,June
604,Jun-2018,FZ2,405,June
605,Jun-2018,GM,5,June
606,Jun-2018,LAB,4,June
607,Jun-2018,LAG,27,June
608,Jun-2018,M14,11,June
609,Jun-2018,M21,43,June
610,Jun-2018,MMM,1,June
611,Jun-2018,MS,167,June
612,Jun-2018,ORT,2,June
613,Jun-2018,OS,2,June
614,Jun-2018,POT,4,June
615,Jun-2018,PRE,376,June
616,Jun-2018,R,1,June
617,Jun-2018,SCA,1,June
618,Jun-2018,SCT,9,June
619,Jun-2018,ST,146,June
620,Jun-2018,T14,1,June
621,Jun-2018,T21,79,June
622,Jun-2018,T28,2,June
623,Jun-2018,WM,308,June
624,Jul-2018,AD,22,July
625,Jul-2018,B14,47,July
626,Jul-2018,B21,1931,July
627,Jul-2018,B28,131,July
628,Jul-2018,BC,16,July
629,Jul-2018,BCO,17,July
630,Jul-2018,BTI,10,July
631,Jul-2018,D,41,July
632,Jul-2018,ES,3,July
633,Jul-2018,FZ1,1,July
634,Jul-2018,FZ2,188,July
635,Jul-2018,FZ3,508,July
636,Jul-2018,GM,384,July
637,Jul-2018,LAG,30,July
638,Jul-2018,M14,12,July
639,Jul-2018,M21,57,July
640,Jul-2018,M28,1,July
641,Jul-2018,MMM,1,July
642,Jul-2018,MS,4,July
643,Jul-2018,ORT,3,July
644,Jul-2018,POT,92,July
645,Jul-2018,PRE,106,July
646,Jul-2018,SCT,4,July
647,Jul-2018,ST,19,July
648,Jul-2018,T14,2,July
649,Jul-2018,T21,82,July
650,Jul-2018,T28,2,July
651,Jul-2018,WM,127,July
652,Aug-2018,AD,25,August
653,Aug-2018,B14,49,August
654,Aug-2018,B21,2278,August
655,Aug-2018,B28,143,August
656,Aug-2018,BC,17,August
657,Aug-2018,BCO,25,August
658,Aug-2018,BTI,6,August
659,Aug-2018,CA,34,August
660,Aug-2018,D,56,August
661,Aug-2018,ES,2,August
662,Aug-2018,FZ3,52,August
663,Aug-2018,FZ4,34,August
